"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"42101","0","10","70","0","2016","1","","Philadelphia County, Pennsylvania","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",34665,647683,651771,654342,10205034137,2893038316,175394566,1205,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",126,0.4,7072,1.1,8874,1.4,9517,1.5,-34493232,-0.3,145855203,5.3,4322947,2.5,-20,-1.6
"42101","0","10","70","0","2016","2","","Philadelphia County, Pennsylvania","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",34413,663123,663505,661505,9908624923,851999433,51024836,1150,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",208,0.6,12550,1.9,11383,1.7,10140,1.6,263227721,2.7,91923908,12.1,4782916,10.3,11,1.0
"42101","0","10","70","0","2016","3","","Philadelphia County, Pennsylvania","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",34607,662188,659940,671037,10592459082,554351232,32231496,1226,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",128,0.4,16962,2.6,15344,2.4,20155,3.1,819179419,8.4,66802603,13.7,2946856,10.1,64,5.5
"42101","0","10","70","0","2016","4","","Philadelphia County, Pennsylvania","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",34622,673521,675627,676536,10837028494,449923461,25974112,1235,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-17,0.0,14237,2.2,15645,2.4,13912,2.1,-195288264,-1.8,16922438,3.9,-249820,-1.0,-50,-3.9
"42101","1","10","71","0","2016","1","","Philadelphia County, Pennsylvania","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",152,29550,29509,29634,593326604,0,0,1544,"",0.70,2.30,2.29,2.29,2.04,0.00,0.00,0.89,"",1,0.7,45,0.2,-97,-0.3,-31,-0.1,-40498929,-6.4,0,0.0,0,0.0,-104,-6.3
"42101","1","10","71","0","2016","2","","Philadelphia County, Pennsylvania","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",152,29655,29693,29800,554969720,0,0,1437,"",0.71,2.28,2.29,2.29,2.04,0.00,0.00,0.89,"",2,1.3,-172,-0.6,147,0.5,224,0.8,8321847,1.5,0,0.0,0,0.0,19,1.3
"42101","1","10","71","0","2016","3","","Philadelphia County, Pennsylvania","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",151,29914,29804,29884,648427319,0,0,1670,"",0.71,2.27,2.28,2.27,1.97,0.00,0.00,0.87,"",1,0.7,422,1.4,445,1.5,505,1.7,15638775,2.5,0,0.0,0,0.0,15,0.9
"42101","1","10","71","0","2016","4","","Philadelphia County, Pennsylvania","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",151,29637,29637,30325,620568558,0,0,1598,"",0.71,2.25,2.25,2.27,2.03,0.00,0.00,0.90,"",-2,-1.3,553,1.9,273,0.9,266,0.9,51140139,9.0,0,0.0,0,0.0,113,7.6
"42101","1","101","72","0","2016","1","","Philadelphia County, Pennsylvania","Federal Government","101 Goods-producing","County, by Domain -- by ownership sector","All establishment sizes",1,456,455,451,9074091,0,0,1537,"",2.27,2.02,2.00,1.97,1.82,0.00,0.00,0.91,"",0,0.0,45,10.9,48,11.8,45,11.1,195180,2.2,0,0.0,0,0.0,-137,-8.2
"42101","1","101","72","0","2016","2","","Philadelphia County, Pennsylvania","Federal Government","101 Goods-producing","County, by Domain -- by ownership sector","All establishment sizes",1,450,452,442,7527180,0,0,1292,"",2.32,1.96,1.96,1.89,1.56,0.00,0.00,0.81,"",0,0.0,45,11.1,49,12.2,42,10.5,-22980,-0.3,0,0.0,0,0.0,-150,-10.4
