"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"42101","0","10","70","0","2022","1","","Philadelphia County, Pennsylvania","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",34796,665841,671214,676777,13166857113,3451514011,116101377,1509,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",719,2.1,39824,6.4,39884,6.3,40667,6.4,1593332368,13.8,424412413,14.0,10309519,9.7,98,6.9
"42101","0","10","70","0","2022","2","","Philadelphia County, Pennsylvania","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",34767,681928,684179,683682,12761975266,938106563,32873384,1437,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",379,1.1,39931,6.2,39871,6.2,37346,5.8,1346596611,11.8,83717570,9.8,3186734,10.7,74,5.4
"42101","0","10","70","0","2022","3","","Philadelphia County, Pennsylvania","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",34834,682583,682582,692775,13597785160,663750535,23437319,1525,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",176,0.5,34983,5.4,32931,5.1,32503,4.9,1652081070,13.8,44104842,7.1,1242917,5.6,117,8.3
"42101","0","10","70","0","2022","4","","Philadelphia County, Pennsylvania","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",34947,695943,699547,698608,14086861955,555614487,19766077,1552,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",17,0.0,24289,3.6,20209,3.0,15500,2.3,27004084,0.2,-67818953,-10.9,-2831486,-12.5,-43,-2.7
"42101","1","10","71","0","2022","1","","Philadelphia County, Pennsylvania","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",136,30556,30504,30426,653279753,0,0,1648,"",0.72,2.34,2.34,2.33,2.14,0.00,0.00,0.92,"",-1,-0.7,32,0.1,-93,-0.3,-4,0.0,12344793,1.9,0,0.0,0,0.0,32,2.0
"42101","1","10","71","0","2022","2","","Philadelphia County, Pennsylvania","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",136,30392,30234,30058,755850500,0,0,1923,"",0.73,2.33,2.32,2.32,2.13,0.00,0.00,0.91,"",-1,-0.7,-301,-1.0,-194,-0.6,-243,-0.8,9724967,1.3,0,0.0,0,0.0,40,2.1
"42101","1","10","71","0","2022","3","","Philadelphia County, Pennsylvania","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",132,30142,29995,30372,731751003,0,0,1866,"",0.72,2.30,2.32,2.32,2.08,0.00,0.00,0.90,"",-6,-4.3,-119,-0.4,-510,-1.7,-226,-0.7,71459983,10.8,0,0.0,0,0.0,198,11.9
"42101","1","10","71","0","2022","4","","Philadelphia County, Pennsylvania","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",131,30386,30753,30628,713875710,0,0,1795,"",0.72,2.32,2.33,2.32,2.07,0.00,0.00,0.89,"",-6,-4.4,124,0.4,-102,-0.3,-182,-0.6,-42133509,-5.6,0,0.0,0,0.0,-103,-5.4
"42101","1","101","72","0","2022","1","","Philadelphia County, Pennsylvania","Federal Government","101 Goods-producing","County, by Domain -- by ownership sector","All establishment sizes",1,438,436,436,8840965,0,0,1557,"",2.45,1.84,1.84,1.83,1.64,0.00,0.00,0.89,"",0,0.0,4,0.9,6,1.4,7,1.6,332445,3.9,0,0.0,0,0.0,38,2.5
"42101","1","101","72","0","2022","2","","Philadelphia County, Pennsylvania","Federal Government","101 Goods-producing","County, by Domain -- by ownership sector","All establishment sizes",1,438,434,432,10516929,0,0,1861,"",2.46,1.83,1.82,1.81,1.62,0.00,0.00,0.89,"",0,0.0,4,0.9,-1,-0.2,-3,-0.7,119387,1.1,0,0.0,0,0.0,21,1.1
