"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"42101","0","10","70","0","2018","1","","Philadelphia County, Pennsylvania","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",34507,673673,676767,677229,11617019586,3221862988,163609056,1322,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-351,-1.0,11563,1.7,12053,1.8,10744,1.6,598519356,5.4,139271193,4.5,-5319824,-3.1,46,3.6
"42101","0","10","70","0","2018","2","","Philadelphia County, Pennsylvania","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",34582,685372,687327,687998,10686165256,909360032,44867322,1197,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-53,-0.2,13493,2.0,13320,2.0,17017,2.5,448855615,4.4,54608574,6.4,-528127,-1.2,26,2.2
"42101","0","10","70","0","2018","3","","Philadelphia County, Pennsylvania","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",34246,682947,685161,693387,10998324815,600801006,29144821,1231,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-188,-0.5,15232,2.3,15467,2.3,16320,2.4,415918072,3.9,44881518,8.1,-4215,0.0,19,1.6
"42101","0","10","70","0","2018","4","","Philadelphia County, Pennsylvania","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",34297,701048,702925,701005,11979024474,526383733,25867797,1313,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-178,-0.5,18543,2.7,18641,2.7,15872,2.3,519693911,4.5,41323261,8.5,157056,0.6,24,1.9
"42101","1","10","71","0","2018","1","","Philadelphia County, Pennsylvania","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",148,29652,29505,29524,619242499,0,0,1611,"",0.72,2.26,2.26,2.27,2.04,0.00,0.00,0.90,"",0,0.0,-310,-1.0,-406,-1.4,-345,-1.2,4759699,0.8,0,0.0,0,0.0,31,2.0
"42101","1","10","71","0","2018","2","","Philadelphia County, Pennsylvania","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",146,29587,29628,29838,638971239,0,0,1656,"",0.71,2.25,2.27,2.28,2.09,0.00,0.00,0.92,"",-2,-1.4,-234,-0.8,-212,-0.7,7,0.0,16974575,2.7,0,0.0,0,0.0,52,3.2
"42101","1","10","71","0","2018","3","","Philadelphia County, Pennsylvania","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",145,29687,29750,29712,631523389,0,0,1635,"",0.72,2.25,2.27,2.25,2.00,0.00,0.00,0.89,"",-3,-2.0,-300,-1.0,-93,-0.3,-30,-0.1,18558827,3.0,0,0.0,0,0.0,56,3.5
"42101","1","10","71","0","2018","4","","Philadelphia County, Pennsylvania","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",144,29786,30148,30083,691629999,0,0,1773,"",0.72,2.24,2.26,2.25,2.03,0.00,0.00,0.90,"",-4,-2.7,460,1.6,859,2.9,399,1.3,54945156,8.6,0,0.0,0,0.0,109,6.6
"42101","1","101","72","0","2018","1","","Philadelphia County, Pennsylvania","Federal Government","101 Goods-producing","County, by Domain -- by ownership sector","All establishment sizes",1,411,397,400,8645086,0,0,1652,"",2.45,1.75,1.69,1.71,1.64,0.00,0.00,0.96,"",0,0.0,-28,-6.4,-36,-8.3,-32,-7.4,-290968,-3.3,0,0.0,0,0.0,71,4.5
"42101","1","101","72","0","2018","2","","Philadelphia County, Pennsylvania","Federal Government","101 Goods-producing","County, by Domain -- by ownership sector","All establishment sizes",1,396,400,403,6957576,0,0,1339,"",2.51,1.66,1.67,1.66,1.19,0.00,0.00,0.72,"",0,0.0,-32,-7.5,-29,-6.8,-25,-5.8,-277153,-3.8,0,0.0,0,0.0,40,3.1
"42101","1","101","72","0","2018","3","","Philadelphia County, Pennsylvania","Federal Government","101 Goods-producing","County, by Domain -- by ownership sector","All establishment sizes",1,402,403,410,8646492,0,0,1642,"",2.51,1.63,1.62,1.64,1.47,0.00,0.00,0.90,"",0,0.0,-26,-6.1,-23,-5.4,-14,-3.3,-138636,-1.6,0,0.0,0,0.0,56,3.5
"42101","1","101","72","0","2018","4","","Philadelphia County, Pennsylvania","Federal Government","101 Goods-producing","County, by Domain -- by ownership sector","All establishment sizes",1,411,448,424,9471486,0,0,1704,"",2.48,1.64,1.80,1.72,1.51,0.00,0.00,0.88,"",0,0.0,-8,-1.9,1,0.2,13,3.2,1724279,22.3,0,0.0,0,0.0,304,21.7
"42101","1","1013","73","0","2018","1","","Philadelphia County, Pennsylvania","Federal Government","1013 Manufacturing","County, by Supersector -- by ownership sector","All establishment sizes",1,411,397,400,8645086,0,0,1652,"",6.23,1.84,1.78,1.80,1.72,0.00,0.00,0.95,"",0,0.0,-28,-6.4,-36,-8.3,-32,-7.4,-290968,-3.3,0,0.0,0,0.0,71,4.5
"42101","1","1013","73","0","2018","2","","Philadelphia County, Pennsylvania","Federal Government","1013 Manufacturing","County, by Supersector -- by ownership sector","All establishment sizes",1,396,400,403,6957576,0,0,1339,"",6.55,1.76,1.78,1.79,1.24,0.00,0.00,0.70,"",0,0.0,-32,-7.5,-29,-6.8,-25,-5.8,-277153,-3.8,0,0.0,0,0.0,40,3.1
"42101","1","1013","73","0","2018","3","","Philadelphia County, Pennsylvania","Federal Government","1013 Manufacturing","County, by Supersector -- by ownership sector","All establishment sizes",1,402,403,410,8646492,0,0,1642,"",6.37,1.76,1.76,1.76,1.59,0.00,0.00,0.90,"",0,0.0,-26,-6.1,-23,-5.4,-14,-3.3,-138636,-1.6,0,0.0,0,0.0,56,3.5
"42101","1","1013","73","0","2018","4","","Philadelphia County, Pennsylvania","Federal Government","1013 Manufacturing","County, by Supersector -- by ownership sector","All establishment sizes",1,411,448,424,9471486,0,0,1704,"",6.29,1.75,1.91,1.81,1.58,0.00,0.00,0.87,"",0,0.0,-8,-1.9,1,0.2,13,3.2,1724279,22.3,0,0.0,0,0.0,304,21.7
"42101","1","102","72","0","2018","1","","Philadelphia County, Pennsylvania","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",147,29241,29108,29124,610597413,0,0,1611,"",0.72,2.27,2.27,2.28,2.05,0.00,0.00,0.90,"",0,0.0,-282,-1.0,-370,-1.3,-313,-1.1,5050667,0.8,0,0.0,0,0.0,31,2.0
"42101","1","102","72","0","2018","2","","Philadelphia County, Pennsylvania","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",145,29191,29228,29435,632013663,0,0,1660,"",0.71,2.27,2.28,2.29,2.10,0.00,0.00,0.92,"",-2,-1.4,-202,-0.7,-183,-0.6,32,0.1,17251728,2.8,0,0.0,0,0.0,52,3.2
"42101","1","102","72","0","2018","3","","Philadelphia County, Pennsylvania","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",144,29285,29347,29302,622876897,0,0,1635,"",0.72,2.26,2.28,2.26,2.01,0.00,0.00,0.89,"",-3,-2.0,-274,-0.9,-70,-0.2,-16,-0.1,18697463,3.1,0,0.0,0,0.0,56,3.5
"42101","1","102","72","0","2018","4","","Philadelphia County, Pennsylvania","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",143,29375,29700,29659,682158513,0,0,1774,"",0.72,2.25,2.27,2.26,2.04,0.00,0.00,0.90,"",-4,-2.7,468,1.6,858,3.0,386,1.3,53220877,8.5,0,0.0,0,0.0,106,6.4
"42101","1","1021","73","0","2018","1","","Philadelphia County, Pennsylvania","Federal Government","1021 Trade, transportation, and utilities","County, by Supersector -- by ownership sector","All establishment sizes",43,4793,4746,4704,80179034,0,0,1299,"",0.41,1.49,1.49,1.49,1.52,0.00,0.00,1.02,"",0,0.0,-186,-3.7,-218,-4.4,-274,-5.5,1476752,1.9,0,0.0,0,0.0,82,6.7
