"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"42101","0","10","70","0","2020","1","","Philadelphia County, Pennsylvania","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",34886,703200,705895,702565,12707811390,3433017562,127103398,1389,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",389,1.1,14802,2.2,16067,2.3,10418,1.5,384786503,3.1,67744130,2.0,-36725541,-22.4,15,1.1
"42101","0","10","70","0","2020","2","","Philadelphia County, Pennsylvania","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",34500,593254,600177,609271,10783099432,617608790,21588832,1380,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-117,-0.3,-106566,-15.2,-100969,-14.4,-88376,-12.7,-606423738,-5.3,-315642102,-33.8,-22689345,-51.2,128,10.2
"42101","0","10","70","0","2020","3","","Philadelphia County, Pennsylvania","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",34788,612518,617935,631236,11232505450,447019653,15765265,1392,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-44,-0.1,-79937,-11.5,-78395,-11.3,-72844,-10.3,-483383550,-4.1,-165912466,-27.1,-13036812,-45.3,100,7.7
"42101","0","10","70","0","2020","4","","Philadelphia County, Pennsylvania","Total Covered","10 Total, all industries","County, Total Covered","All establishment sizes",34645,640902,642595,634950,12824533054,447295647,15943847,1543,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-312,-0.9,-68061,-9.6,-70256,-9.9,-78049,-10.9,-124147943,-1.0,-93057457,-17.2,-9445567,-37.2,143,10.2
"42101","1","10","71","0","2020","1","","Philadelphia County, Pennsylvania","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",139,30213,30196,30242,614910688,0,0,1565,"",0.67,2.23,2.23,2.21,2.00,0.00,0.00,0.90,"",-3,-2.1,528,1.8,547,1.8,705,2.4,21609416,3.6,0,0.0,0,0.0,24,1.6
"42101","1","10","71","0","2020","2","","Philadelphia County, Pennsylvania","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",139,30342,30323,30505,720709566,0,0,1824,"",0.68,2.27,2.30,2.34,2.09,0.00,0.00,0.91,"",-2,-1.4,587,2.0,634,2.1,739,2.5,60908856,9.2,0,0.0,0,0.0,117,6.9
"42101","1","10","71","0","2020","3","","Philadelphia County, Pennsylvania","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",139,30613,32317,32438,651569010,0,0,1577,"",0.68,2.32,2.27,2.28,2.02,0.00,0.00,0.88,"",-2,-1.4,723,2.4,2359,7.9,2458,8.2,5621947,0.9,0,0.0,0,0.0,-82,-4.9
"42101","1","10","71","0","2020","4","","Philadelphia County, Pennsylvania","Federal Government","10 Total, all industries","County, Total -- by ownership sector","All establishment sizes",139,31450,30968,31025,761009951,0,0,1879,"",0.70,2.32,2.35,2.37,2.11,0.00,0.00,0.90,"",0,0.0,1379,4.6,444,1.5,409,1.3,53630479,7.6,0,0.0,0,0.0,89,5.0
"42101","1","101","72","0","2020","1","","Philadelphia County, Pennsylvania","Federal Government","101 Goods-producing","County, by Domain -- by ownership sector","All establishment sizes",1,425,422,423,8344464,0,0,1516,"",2.39,1.67,1.65,1.65,1.45,0.00,0.00,0.88,"",0,0.0,-2,-0.5,3,0.7,1,0.2,330699,4.1,0,0.0,0,0.0,58,4.0
"42101","1","101","72","0","2020","2","","Philadelphia County, Pennsylvania","Federal Government","101 Goods-producing","County, by Domain -- by ownership sector","All establishment sizes",1,431,435,429,10088703,0,0,1798,"",2.49,1.71,1.73,1.71,1.57,0.00,0.00,0.91,"",0,0.0,10,2.4,14,3.3,8,1.9,2300767,29.5,0,0.0,0,0.0,375,26.4
"42101","1","101","72","0","2020","3","","Philadelphia County, Pennsylvania","Federal Government","101 Goods-producing","County, by Domain -- by ownership sector","All establishment sizes",1,430,432,432,9292777,0,0,1657,"",2.48,1.70,1.72,1.71,1.49,0.00,0.00,0.87,"",0,0.0,6,1.4,0,0.0,1,0.2,5549,0.1,0,0.0,0,0.0,-8,-0.5
"42101","1","101","72","0","2020","4","","Philadelphia County, Pennsylvania","Federal Government","101 Goods-producing","County, by Domain -- by ownership sector","All establishment sizes",1,437,446,452,11004288,0,0,1902,"",2.51,1.74,1.80,1.86,1.62,0.00,0.00,0.90,"",0,0.0,4,0.9,17,4.0,28,6.6,1364281,14.2,0,0.0,0,0.0,172,9.9
"42101","1","1013","73","0","2020","1","","Philadelphia County, Pennsylvania","Federal Government","1013 Manufacturing","County, by Supersector -- by ownership sector","All establishment sizes",1,425,422,423,8344464,0,0,1516,"",6.45,1.76,1.74,1.74,1.52,0.00,0.00,0.87,"",0,0.0,-2,-0.5,3,0.7,1,0.2,330699,4.1,0,0.0,0,0.0,58,4.0
"42101","1","1013","73","0","2020","2","","Philadelphia County, Pennsylvania","Federal Government","1013 Manufacturing","County, by Supersector -- by ownership sector","All establishment sizes",1,431,435,429,10088703,0,0,1798,"",6.54,1.82,1.86,1.86,1.65,0.00,0.00,0.90,"",0,0.0,10,2.4,14,3.3,8,1.9,2300767,29.5,0,0.0,0,0.0,375,26.4
"42101","1","1013","73","0","2020","3","","Philadelphia County, Pennsylvania","Federal Government","1013 Manufacturing","County, by Supersector -- by ownership sector","All establishment sizes",1,430,432,432,9292777,0,0,1657,"",6.43,1.85,1.87,1.85,1.61,0.00,0.00,0.86,"",0,0.0,6,1.4,0,0.0,1,0.2,5549,0.1,0,0.0,0,0.0,-8,-0.5
"42101","1","1013","73","0","2020","4","","Philadelphia County, Pennsylvania","Federal Government","1013 Manufacturing","County, by Supersector -- by ownership sector","All establishment sizes",1,437,446,452,11004288,0,0,1902,"",6.43,1.88,1.92,1.97,1.73,0.00,0.00,0.90,"",0,0.0,4,0.9,17,4.0,28,6.6,1364281,14.2,0,0.0,0,0.0,172,9.9
"42101","1","102","72","0","2020","1","","Philadelphia County, Pennsylvania","Federal Government","102 Service-providing","County, by Domain -- by ownership sector","All establishment sizes",138,29788,29774,29819,606566224,0,0,1566,"",0.67,2.24,2.24,2.23,2.01,0.00,0.00,0.90,"",-3,-2.1,530,1.8,544,1.9,704,2.4,21278717,3.6,0,0.0,0,0.0,24,1.6
